Num_UE,QGA_Time,PSO_Time,QGA_Cost,PSO_Cost
50,0.6729533672332764,0.5886156558990479,1.2984046936035156,1.4039167165756226
100,0.24998950958251953,0.5524616241455078,1.3909029960632324,1.572040319442749
200,0.24773097038269043,0.5730273723602295,1.5461654663085938,1.9565359354019165
500,0.2463381290435791,0.5552752017974854,1.939772367477417,2.07649564743042
1000,0.25078749656677246,0.5882484912872314,2.202662944793701,2.2787702083587646
